,FullCV_01_idx,FullCV_01_flag,FullCV_02_idx,FullCV_02_flag,FullCV_03_idx,FullCV_03_flag,FullCV_04_idx,FullCV_04_flag,FullCV_05_idx,FullCV_05_flag,FullCV_06_idx,FullCV_06_flag,FullCV_07_idx,FullCV_07_flag,FullCV_08_idx,FullCV_08_flag,FullCV_09_idx,FullCV_09_flag,FullCV_10_idx,FullCV_10_flag
2306,2306,train,713,train,2791,test,1598,train,2623,train,806,train,3306,test,1062,train,1672,train,2617,train
2307,2307,train,2184,train,681,train,2397,train,3729,test,30,train,3928,test,815,train,230,train,3714,test
2308,2308,train,2154,train,989,train,3783,test,3706,test,1506,train,1299,train,1991,train,1438,train,2983,test
2309,2309,train,2560,train,2819,test,2422,train,1372,train,3870,test,1875,train,2511,train,2389,train,3083,test
2310,2310,train,1507,train,1641,train,2090,train,1656,train,659,train,1036,train,897,train,1066,train,1019,train
2311,2311,train,1792,train,2461,train,1414,train,3491,test,3260,test,822,train,3603,test,2238,train,2850,test
2312,2312,train,2711,train,504,train,791,train,2857,test,3890,test,2501,train,1710,train,1451,train,3687,test
2313,2313,train,1921,train,94,train,892,train,703,train,185,train,2413,train,1214,train,1294,train,2201,train
2314,2314,train,3003,test,2090,train,2662,train,3197,test,977,train,3233,test,1540,train,1602,train,3151,test
2315,2315,train,1289,train,3281,test,1038,train,1995,train,1850,train,2666,train,1907,train,3061,test,1646,train
2316,2316,train,1064,train,2117,train,1111,train,2264,train,817,train,3799,test,645,train,2478,train,1653,train
2317,2317,train,2570,train,3568,test,473,train,3074,test,2108,train,280,train,1665,train,2030,train,787,train
2318,2318,train,1531,train,691,train,3910,test,36,train,184,train,3545,test,3933,test,3854,test,3727,test
2319,2319,train,1945,train,157,train,3532,test,1528,train,2760,train,332,train,3344,test,2607,train,2142,train
2320,2320,train,3371,test,491,train,2481,train,3332,test,3378,test,3718,test,823,train,3040,test,1657,train
2321,2321,train,354,train,211,train,2774,test,406,train,2320,train,2741,train,3872,test,3921,test,385,train
2322,2322,train,2437,train,687,train,3537,test,2981,test,3047,test,3247,test,1197,train,1305,train,735,train
2323,2323,train,836,train,2981,test,3900,test,2537,train,2472,train,1675,train,670,train,2012,train,1343,train
2324,2324,train,3561,test,1510,train,3571,test,661,train,1797,train,3143,test,741,train,810,train,688,train
2325,2325,train,1737,train,1477,train,1528,train,2092,train,1332,train,536,train,2974,test,788,train,3571,test
2326,2326,train,1056,train,1507,train,1164,train,539,train,1654,train,1379,train,3468,test,1207,train,3227,test
2327,2327,train,282,train,3453,test,2018,train,3678,test,763,train,1151,train,1866,train,1876,train,1711,train
2328,2328,train,883,train,1457,train,2688,train,2707,train,3717,test,3621,test,1210,train,443,train,3286,test
2329,2329,train,3540,test,2356,train,1321,train,1609,train,2428,train,1304,train,1832,train,1033,train,664,train
2330,2330,train,1830,train,3572,test,69,train,3747,test,1634,train,2695,train,2117,train,3628,test,1442,train
2331,2331,train,3271,test,1395,train,1511,train,2934,test,2929,test,1842,train,1899,train,924,train,522,train
2332,2332,train,1838,train,2342,train,1142,train,3192,test,970,train,1819,train,1891,train,2232,train,2955,test
2333,2333,train,821,train,1333,train,3557,test,592,train,2352,train,3417,test,1537,train,3516,test,730,train
2334,2334,train,696,train,1068,train,541,train,1331,train,798,train,451,train,319,train,464,train,438,train
2335,2335,train,3042,test,3584,test,3224,test,3441,test,149,train,3886,test,833,train,1146,train,252,train
2336,2336,train,1634,train,3044,test,2535,train,1862,train,3112,test,3596,test,1694,train,642,train,3432,test
2337,2337,train,3268,test,299,train,816,train,1762,train,1455,train,3177,test,1472,train,2881,test,3284,test
2338,2338,train,2462,train,683,train,927,train,3724,test,1005,train,2377,train,2083,train,2970,test,976,train
2339,2339,train,524,train,856,train,2957,test,3466,test,1584,train,3583,test,2122,train,3683,test,712,train
2340,2340,train,3221,test,652,train,3102,test,438,train,3645,test,1529,train,3663,test,2425,train,1669,train
2341,2341,train,1896,train,1019,train,990,train,3395,test,124,train,1239,train,1474,train,2993,test,2458,train
2342,2342,train,2993,test,3299,test,855,train,1864,train,3457,test,1377,train,3377,test,527,train,2452,train
2343,2343,train,2645,train,509,train,1950,train,3882,test,471,train,2204,train,3488,test,1217,train,2377,train
2344,2344,train,3122,test,1122,train,2533,train,2736,train,3307,test,390,train,3854,test,583,train,3479,test
2345,2345,train,3913,test,2588,train,3899,test,3453,test,3780,test,70,train,866,train,3534,test,2347,train
2346,2346,train,2189,train,3803,test,178,train,3784,test,3755,test,2207,train,2501,train,2371,train,2339,train
2347,2347,train,2506,train,2266,train,2990,test,2369,train,3481,test,1398,train,1839,train,2492,train,3137,test
2348,2348,train,2575,train,2682,train,1458,train,1225,train,2181,train,3482,test,371,train,2968,test,3623,test
2349,2349,train,1405,train,1950,train,652,train,3833,test,2284,train,1285,train,3408,test,795,train,2535,train
2350,2350,train,2256,train,3273,test,2970,test,3878,test,3511,test,1834,train,1504,train,1749,train,3279,test
2351,2351,train,314,train,1806,train,34,train,1771,train,2327,train,1471,train,3039,test,3059,test,2756,train
2352,2352,train,1420,train,1048,train,294,train,2762,train,2423,train,1268,train,3420,test,36,train,451,train
2353,2353,train,3632,test,2746,train,1375,train,2017,train,827,train,2073,train,3395,test,307,train,1006,train
2354,2354,train,297,train,3080,test,373,train,2858,test,3192,test,2791,test,2290,train,2258,train,1805,train
2355,2355,train,2230,train,1200,train,3392,test,1831,train,1803,train,325,train,2734,train,23,train,1289,train
2356,2356,train,2181,train,1674,train,3942,test,2601,train,3166,test,3078,test,135,train,1598,train,2831,test
2357,2357,train,2366,train,2783,test,1389,train,1322,train,3431,test,3529,test,1040,train,2028,train,1169,train
2358,2358,train,3438,test,2227,train,827,train,2590,train,1022,train,3523,test,2038,train,1114,train,3335,test
2359,2359,train,2262,train,1959,train,2437,train,2130,train,2308,train,814,train,47,train,2339,train,372,train
2360,2360,train,1652,train,635,train,1215,train,2685,train,2430,train,2440,train,1642,train,3759,test,228,train
2361,2361,train,900,train,209,train,817,train,344,train,760,train,3936,test,1132,train,1014,train,1245,train
2362,2362,train,948,train,829,train,875,train,3148,test,2895,test,2725,train,1917,train,2964,test,2115,train
2363,2363,train,2737,train,1465,train,2741,train,1659,train,3765,test,2956,test,3507,test,2967,test,1163,train
2364,2364,train,1712,train,3663,test,2235,train,1471,train,37,train,2168,train,3695,test,688,train,3506,test
2365,2365,train,1898,train,3727,test,2222,train,1635,train,2408,train,1840,train,2537,train,3797,test,1671,train
2366,2366,train,1936,train,420,train,994,train,1535,train,3128,test,754,train,3540,test,226,train,942,train
2367,2367,train,2569,train,1059,train,743,train,3867,test,132,train,1383,train,1416,train,2609,train,1024,train
2368,2368,train,1023,train,609,train,593,train,2223,train,3453,test,3574,test,3418,test,1301,train,2213,train
2369,2369,train,3818,test,2224,train,2233,train,3437,test,2061,train,2103,train,3065,test,412,train,2960,test
2370,2370,train,1439,train,2250,train,3697,test,3954,test,164,train,454,train,1186,train,1211,train,2575,train
2371,2371,train,2910,test,1198,train,1343,train,3330,test,517,train,2805,test,1321,train,1603,train,1507,train
2372,2372,train,2394,train,1338,train,603,train,871,train,3432,test,1360,train,464,train,3217,test,1375,train
2373,2373,train,1835,train,3914,test,736,train,1616,train,1251,train,800,train,1196,train,2876,test,425,train
2374,2374,train,3229,test,2695,train,1954,train,367,train,511,train,2755,train,2132,train,3766,test,1652,train
2375,2375,train,2898,test,3185,test,1969,train,2814,test,2977,test,213,train,1414,train,3366,test,956,train
2376,2376,train,2611,train,2094,train,2664,train,3035,test,447,train,2619,train,2756,train,3023,test,1614,train
2377,2377,train,3341,test,2469,train,3806,test,2339,train,2815,test,1298,train,1052,train,407,train,2669,train
2378,2378,train,2620,train,1509,train,3830,test,1390,train,315,train,620,train,2973,test,832,train,1563,train
2379,2379,train,691,train,1455,train,3357,test,3601,test,1169,train,3074,test,1464,train,2930,test,1775,train
2380,2380,train,3039,test,2082,train,3186,test,2686,train,1511,train,1679,train,1628,train,3736,test,3338,test
2381,2381,train,2379,train,2203,train,3464,test,2548,train,1704,train,3551,test,3650,test,215,train,1561,train
2382,2382,train,2637,train,2299,train,3924,test,2066,train,3004,test,2322,train,2685,train,3905,test,2721,train
2383,2383,train,2167,train,1049,train,974,train,1353,train,529,train,2183,train,2635,train,2962,test,391,train
2384,2384,train,2722,train,3337,test,2463,train,736,train,232,train,930,train,323,train,2375,train,2751,train
2385,2385,train,969,train,3274,test,2742,train,1055,train,828,train,914,train,2035,train,3083,test,1667,train
2386,2386,train,3222,test,2048,train,1129,train,1476,train,3759,test,605,train,3409,test,3547,test,3643,test
2387,2387,train,1622,train,2173,train,3127,test,2709,train,2732,train,797,train,631,train,941,train,3165,test
2388,2388,train,625,train,391,train,3637,test,1934,train,853,train,2701,train,3403,test,798,train,2319,train
2389,2389,train,608,train,3097,test,1617,train,884,train,2639,train,469,train,1081,train,2370,train,3924,test
2390,2390,train,555,train,674,train,2184,train,1513,train,1639,train,965,train,347,train,198,train,3209,test
2391,2391,train,1684,train,21,train,277,train,3450,test,2570,train,3501,test,2652,train,689,train,674,train
2392,2392,train,66,train,2719,train,3573,test,2029,train,2755,train,1983,train,3644,test,1062,train,2944,test
2393,2393,train,2931,test,2064,train,911,train,892,train,2141,train,2331,train,1314,train,3836,test,869,train
2394,2394,train,1355,train,688,train,2362,train,3774,test,3824,test,2818,test,7,train,3682,test,3652,test
2395,2395,train,3775,test,3245,test,3764,test,3138,test,602,train,3172,test,2333,train,1407,train,2444,train
2396,2396,train,519,train,838,train,58,train,1725,train,1025,train,1750,train,1200,train,3507,test,2935,test
2397,2397,train,3063,test,2810,test,2863,test,3097,test,3005,test,61,train,1423,train,1472,train,1048,train
2398,2398,train,3558,test,293,train,3245,test,263,train,310,train,3227,test,2305,train,2717,train,2871,test
2399,2399,train,2062,train,600,train,3376,test,3843,test,800,train,369,train,2022,train,956,train,608,train
2400,2400,train,3921,test,1665,train,3337,test,425,train,1336,train,3933,test,2371,train,3832,test,375,train
2401,2401,train,472,train,3001,test,1933,train,3388,test,1759,train,402,train,1564,train,417,train,3886,test
2402,2402,train,963,train,215,train,3058,test,2141,train,3466,test,364,train,1249,train,558,train,3903,test
2403,2403,train,2812,test,1352,train,2409,train,750,train,2285,train,1200,train,3888,test,2518,train,2718,train
2404,2404,train,3590,test,1087,train,3887,test,807,train,3859,test,1388,train,1466,train,1370,train,1859,train
2405,2405,train,3345,test,3183,test,3339,test,2921,test,147,train,1705,train,1549,train,3471,test,3575,test
2406,2406,train,388,train,1185,train,2864,test,2924,test,205,train,463,train,887,train,2273,train,65,train
2407,2407,train,1177,train,146,train,2673,train,1171,train,2399,train,250,train,679,train,2340,train,3312,test
2408,2408,train,3463,test,1496,train,3490,test,946,train,3480,test,2897,test,3257,test,2846,test,2928,test
2409,2409,train,414,train,1986,train,2850,test,432,train,3477,test,1744,train,1155,train,1890,train,911,train
2410,2410,train,950,train,1354,train,2666,train,3471,test,1429,train,3820,test,796,train,1991,train,3262,test
2411,2411,train,1409,train,2580,train,2121,train,3423,test,29,train,198,train,3495,test,3785,test,1395,train
2412,2412,train,3743,test,932,train,946,train,1292,train,2764,train,3013,test,3272,test,2274,train,3839,test
2413,2413,train,2176,train,2108,train,491,train,1643,train,142,train,1788,train,2908,test,725,train,401,train
2414,2414,train,2004,train,3482,test,2857,test,2137,train,1840,train,3186,test,534,train,765,train,1998,train
2415,2415,train,1881,train,3548,test,2726,train,3080,test,876,train,3521,test,86,train,352,train,448,train
2416,2416,train,936,train,3035,test,2176,train,1391,train,1817,train,3819,test,2653,train,2400,train,2728,train
2417,2417,train,930,train,3711,test,555,train,2510,train,1190,train,313,train,1283,train,3198,test,3567,test
2418,2418,train,1692,train,713,train,1388,train,3633,test,765,train,1181,train,2769,test,3906,test,1363,train
2419,2419,train,889,train,1034,train,1350,train,1054,train,1609,train,663,train,2935,test,482,train,790,train
2420,2420,train,1386,train,2421,train,3047,test,942,train,3075,test,307,train,3189,test,3234,test,2394,train
2421,2421,train,2749,train,2561,train,857,train,3913,test,2868,test,2688,train,3936,test,3843,test,3681,test
2422,2422,train,3049,test,2072,train,2663,train,2052,train,2062,train,2997,test,68,train,1969,train,900,train
2423,2423,train,3417,test,3546,test,1025,train,988,train,128,train,1746,train,516,train,1898,train,2627,train
2424,2424,train,131,train,2923,test,4,train,1869,train,1688,train,2368,train,2828,test,3406,test,1265,train
2425,2425,train,616,train,1155,train,2162,train,1180,train,2536,train,3283,test,1704,train,1373,train,1093,train
2426,2426,train,3491,test,1005,train,1037,train,1199,train,772,train,3277,test,1412,train,1626,train,1270,train
2427,2427,train,3106,test,1350,train,2505,train,2657,train,3314,test,3125,test,3300,test,2192,train,2501,train
2428,2428,train,3490,test,1191,train,3585,test,2032,train,543,train,2138,train,1277,train,740,train,635,train
2429,2429,train,432,train,46,train,2385,train,3065,test,3220,test,1356,train,818,train,2317,train,3706,test
2430,2430,train,3301,test,2116,train,2445,train,3053,test,1219,train,1784,train,2689,train,543,train,1780,train
2431,2431,train,719,train,1318,train,3529,test,887,train,2857,test,3813,test,3598,test,3544,test,2971,test
2432,2432,train,642,train,2937,test,509,train,1060,train,3259,test,371,train,2838,test,3822,test,1206,train
2433,2433,train,2445,train,2933,test,3548,test,3623,test,2667,train,3260,test,3156,test,581,train,2191,train
2434,2434,train,1315,train,465,train,905,train,814,train,3950,test,81,train,2488,train,3468,test,1875,train
2435,2435,train,3368,test,3045,test,2194,train,2558,train,2698,train,2289,train,2364,train,1366,train,3830,test
2436,2436,train,1371,train,2152,train,1340,train,1108,train,3482,test,2532,train,698,train,1726,train,2277,train
2437,2437,train,2578,train,1384,train,1413,train,1222,train,220,train,1807,train,2069,train,3564,test,1473,train
2438,2438,train,704,train,2924,test,786,train,1704,train,3663,test,1743,train,3456,test,3102,test,685,train
2439,2439,train,195,train,439,train,3919,test,3409,test,1108,train,2482,train,149,train,2279,train,3100,test
2440,2440,train,255,train,1672,train,42,train,1020,train,3433,test,1065,train,2448,train,3171,test,3348,test
2441,2441,train,1269,train,1612,train,3065,test,3482,test,3576,test,1699,train,2965,test,331,train,3140,test
2442,2442,train,2992,test,310,train,620,train,883,train,2823,test,779,train,153,train,1862,train,1295,train
2443,2443,train,513,train,1224,train,3808,test,3872,test,3234,test,1391,train,1328,train,2795,test,1136,train
2444,2444,train,310,train,2559,train,941,train,948,train,3422,test,873,train,338,train,1609,train,60,train
2445,2445,train,3413,test,3666,test,3048,test,177,train,518,train,3333,test,1420,train,2303,train,596,train
2446,2446,train,130,train,3438,test,2219,train,74,train,3688,test,730,train,3179,test,2087,train,671,train
2447,2447,train,3242,test,1212,train,162,train,109,train,1628,train,824,train,3906,test,263,train,3605,test
2448,2448,train,2775,test,2657,train,1657,train,2423,train,2662,train,3343,test,1378,train,3651,test,69,train
2449,2449,train,3802,test,2616,train,1707,train,2688,train,1475,train,201,train,2060,train,2821,test,892,train
2450,2450,train,1051,train,388,train,1390,train,2870,test,3822,test,3066,test,1403,train,358,train,15,train
2451,2451,train,2155,train,3315,test,1821,train,2469,train,1743,train,2585,train,488,train,2760,train,105,train
2452,2452,train,1694,train,1821,train,22,train,3682,test,3709,test,2257,train,1021,train,2570,train,3745,test
2453,2453,train,1095,train,3933,test,2554,train,1049,train,181,train,2641,train,3198,test,3377,test,70,train
2454,2454,train,3559,test,2182,train,3847,test,1583,train,3257,test,1071,train,1352,train,977,train,1398,train
2455,2455,train,2786,test,3519,test,3618,test,3796,test,2210,train,880,train,391,train,3133,test,952,train
2456,2456,train,3165,test,2063,train,1610,train,1106,train,2207,train,2546,train,3550,test,2954,test,1230,train
2457,2457,train,3430,test,2970,test,426,train,2759,train,3410,test,28,train,150,train,3675,test,1533,train
2458,2458,train,3014,test,887,train,1281,train,2260,train,271,train,1128,train,3311,test,751,train,1691,train
2459,2459,train,3316,test,1012,train,2261,train,1387,train,2641,train,72,train,199,train,2646,train,2014,train
2460,2460,train,2432,train,535,train,3789,test,2681,train,2515,train,1276,train,2170,train,471,train,2778,test
2461,2461,train,99,train,1652,train,2525,train,1011,train,1060,train,2609,train,3652,test,246,train,3535,test
2462,2462,train,2680,train,3010,test,1308,train,3063,test,385,train,3605,test,3626,test,650,train,560,train
2463,2463,train,321,train,162,train,2160,train,483,train,913,train,2682,train,661,train,3051,test,407,train
2464,2464,train,3690,test,3403,test,2277,train,3654,test,1432,train,2172,train,2149,train,3042,test,437,train
2465,2465,train,788,train,1907,train,3777,test,2818,test,1768,train,458,train,2159,train,377,train,173,train
2466,2466,train,2197,train,153,train,1580,train,2997,test,3088,test,1287,train,41,train,2645,train,826,train
2467,2467,train,3468,test,3090,test,3162,test,2323,train,1486,train,1838,train,3705,test,3065,test,1321,train
2468,2468,train,1310,train,1204,train,2088,train,1660,train,2476,train,1588,train,1329,train,3722,test,2373,train
2469,2469,train,3129,test,3902,test,1024,train,2817,test,665,train,1608,train,2446,train,2446,train,2160,train
2470,2470,train,3289,test,2418,train,1631,train,3356,test,1675,train,1289,train,2104,train,2436,train,2774,test
2471,2471,train,591,train,1501,train,1319,train,783,train,428,train,1692,train,3134,test,3325,test,23,train
2472,2472,train,1413,train,122,train,1818,train,128,train,1073,train,1521,train,3512,test,3614,test,758,train
2473,2473,train,786,train,273,train,3336,test,1847,train,2963,test,3587,test,515,train,114,train,3011,test
2474,2474,train,70,train,816,train,1225,train,647,train,166,train,1346,train,2322,train,510,train,2365,train
2475,2475,train,1369,train,1007,train,2388,train,8,train,2633,train,801,train,90,train,3073,test,636,train
2476,2476,train,1275,train,3062,test,2615,train,2221,train,1128,train,666,train,1774,train,1073,train,2229,train
2477,2477,train,2843,test,3318,test,1770,train,3858,test,3156,test,3397,test,3035,test,2130,train,2033,train
2478,2478,train,1729,train,2818,test,756,train,837,train,1120,train,1194,train,735,train,2240,train,2907,test
2479,2479,train,2770,test,364,train,1368,train,2577,train,2027,train,3368,test,2952,test,1965,train,1772,train
2480,2480,train,2449,train,3576,test,3385,test,2157,train,3364,test,2871,test,2979,test,1300,train,1254,train
2481,2481,train,3103,test,2503,train,2426,train,761,train,2843,test,850,train,3225,test,3498,test,2917,test
2482,2482,train,3096,test,1448,train,1895,train,2293,train,2806,test,617,train,1089,train,600,train,2502,train
2483,2483,train,3027,test,144,train,3746,test,119,train,3712,test,144,train,1355,train,1854,train,2961,test
2484,2484,train,1953,train,3843,test,1753,train,3606,test,625,train,484,train,2422,train,3248,test,1510,train
2485,2485,train,3058,test,1106,train,269,train,3899,test,3888,test,1323,train,2560,train,2988,test,2233,train
2486,2486,train,2790,test,2802,test,586,train,3023,test,3107,test,2382,train,1634,train,869,train,2925,test
2487,2487,train,6,train,1971,train,3188,test,2250,train,3636,test,1149,train,3546,test,1801,train,1862,train
2488,2488,train,3617,test,3401,test,3421,test,2462,train,672,train,2611,train,1922,train,1630,train,1801,train
2489,2489,train,1711,train,632,train,2057,train,1622,train,2841,test,155,train,2261,train,1287,train,1345,train
2490,2490,train,2054,train,3662,test,1167,train,1182,train,1152,train,1163,train,2055,train,3332,test,3528,test
2491,2491,train,3833,test,782,train,2539,train,2682,train,3379,test,2128,train,1582,train,799,train,447,train
2492,2492,train,674,train,1208,train,317,train,2980,test,601,train,975,train,1614,train,3709,test,1092,train
2493,2493,train,3546,test,3472,test,898,train,3244,test,2774,test,1589,train,3892,test,1593,train,208,train
2494,2494,train,3544,test,1137,train,1483,train,2581,train,778,train,744,train,3451,test,1297,train,1668,train
2495,2495,train,2935,test,2202,train,2431,train,1097,train,3666,test,1153,train,2982,test,3599,test,3108,test
2496,2496,train,2893,test,1474,train,1441,train,999,train,1118,train,1578,train,3668,test,2618,train,3314,test
2497,2497,train,3437,test,2613,train,31,train,3900,test,2846,test,1000,train,1494,train,804,train,2848,test
2498,2498,train,389,train,1836,train,1302,train,3078,test,179,train,3318,test,767,train,1700,train,249,train
2499,2499,train,3641,test,3310,test,893,train,607,train,3902,test,739,train,3525,test,531,train,361,train
2500,2500,train,571,train,902,train,1421,train,282,train,1007,train,550,train,1360,train,1542,train,806,train
2501,2501,train,699,train,443,train,2883,test,3677,test,2071,train,3845,test,3595,test,1274,train,2741,train
2502,2502,train,3008,test,1002,train,2307,train,50,train,3823,test,2431,train,2950,test,2884,test,42,train
2503,2503,train,664,train,3483,test,637,train,2615,train,2705,train,2971,test,2963,test,3671,test,2967,test
2504,2504,train,1848,train,3822,test,2288,train,2940,test,3724,test,119,train,3594,test,364,train,383,train
2505,2505,train,2961,test,2438,train,3128,test,3586,test,584,train,3400,test,1906,train,3636,test,1007,train
2506,2506,train,2640,train,434,train,2658,train,197,train,1928,train,646,train,2262,train,3677,test,2815,test
2507,2507,train,3237,test,1690,train,814,train,1417,train,167,train,1978,train,1622,train,2314,train,293,train
2508,2508,train,2118,train,187,train,3527,test,487,train,1393,train,3110,test,1463,train,85,train,2407,train
2509,2509,train,2487,train,3352,test,812,train,3091,test,2038,train,3670,test,2770,test,1508,train,2946,test
2510,2510,train,3550,test,1725,train,3338,test,3726,test,2584,train,2304,train,2609,train,2076,train,2517,train
2511,2511,train,2448,train,2795,test,3625,test,1974,train,2464,train,98,train,1029,train,947,train,237,train
2512,2512,train,3309,test,1622,train,3151,test,2864,test,496,train,1967,train,1159,train,999,train,2185,train
2513,2513,train,3407,test,634,train,3937,test,1823,train,554,train,3401,test,363,train,130,train,480,train
2514,2514,train,1695,train,3196,test,514,train,423,train,2460,train,351,train,2144,train,3460,test,1148,train
2515,2515,train,3488,test,567,train,1703,train,3694,test,2128,train,3762,test,377,train,3378,test,1999,train
2516,2516,train,2219,train,2059,train,1160,train,3021,test,2439,train,3261,test,3924,test,2605,train,76,train
2517,2517,train,1245,train,764,train,2470,train,2539,train,1249,train,1419,train,611,train,3715,test,3476,test
2518,2518,train,2706,train,2574,train,1523,train,1090,train,2161,train,2870,test,3725,test,3878,test,2111,train
2519,2519,train,841,train,765,train,1242,train,445,train,3297,test,1144,train,2854,test,68,train,1454,train
2520,2520,train,2452,train,1586,train,3726,test,2918,test,3800,test,3561,test,23,train,745,train,1986,train
2521,2521,train,1473,train,355,train,2824,test,3507,test,3536,test,3945,test,1075,train,3670,test,1735,train
2522,2522,train,1619,train,2624,train,800,train,2394,train,3452,test,2169,train,221,train,133,train,3427,test
2523,2523,train,1083,train,904,train,3879,test,540,train,715,train,3637,test,650,train,2321,train,3322,test
2524,2524,train,3232,test,3752,test,1514,train,3645,test,2659,train,764,train,2114,train,1891,train,660,train
2525,2525,train,1246,train,1685,train,581,train,1524,train,676,train,3665,test,3,train,1004,train,2306,train
2526,2526,train,2549,train,2940,test,2975,test,2273,train,2449,train,2931,test,1691,train,1989,train,113,train
2527,2527,train,1317,train,3704,test,1193,train,1124,train,2937,test,1513,train,948,train,3567,test,2285,train
2528,2528,train,2831,test,1394,train,3113,test,2489,train,719,train,2512,train,3417,test,3521,test,2956,test
2529,2529,train,2568,train,108,train,311,train,409,train,857,train,3498,test,28,train,3784,test,3038,test
2530,2530,train,1811,train,323,train,2537,train,105,train,2976,test,272,train,1535,train,3010,test,2251,train
2531,2531,train,2783,test,695,train,2237,train,220,train,3661,test,1955,train,1255,train,1512,train,2948,test
2532,2532,train,3625,test,783,train,3458,test,2336,train,2801,test,3634,test,1368,train,582,train,1678,train
2533,2533,train,28,train,3194,test,3036,test,2210,train,3701,test,2001,train,607,train,299,train,1033,train
2534,2534,train,1985,train,139,train,3502,test,3865,test,2786,test,3042,test,689,train,3291,test,2528,train
2535,2535,train,458,train,1886,train,308,train,3765,test,3389,test,1234,train,3532,test,2004,train,3813,test
2536,2536,train,2954,test,1036,train,1755,train,979,train,207,train,1797,train,3317,test,2784,test,2675,train
2537,2537,train,2532,train,2987,test,1333,train,1076,train,140,train,2052,train,2146,train,1775,train,2958,test
2538,2538,train,1510,train,876,train,3118,test,2019,train,1514,train,2476,train,2855,test,2797,test,2868,test
2539,2539,train,1928,train,1263,train,1476,train,506,train,1666,train,185,train,2326,train,2498,train,650,train
2540,2540,train,2563,train,3221,test,2060,train,1821,train,328,train,2790,test,2231,train,1142,train,711,train
2541,2541,train,1311,train,3473,test,3240,test,2716,train,19,train,1107,train,202,train,3678,test,3827,test
2542,2542,train,2467,train,3176,test,2421,train,3884,test,2432,train,2142,train,3422,test,2239,train,345,train
2543,2543,train,1035,train,2510,train,161,train,2848,test,619,train,1657,train,1753,train,314,train,762,train
2544,2544,train,1045,train,1415,train,2389,train,236,train,1969,train,690,train,1597,train,2800,test,3857,test
2545,2545,train,1860,train,1072,train,3185,test,688,train,483,train,1933,train,1858,train,3711,test,2970,test
2546,2546,train,2705,train,656,train,1100,train,3136,test,273,train,2770,test,204,train,1226,train,2068,train
2547,2547,train,185,train,3528,test,3619,test,2580,train,3085,test,3102,test,2960,test,3506,test,1199,train
2548,2548,train,3361,test,3334,test,418,train,3472,test,2012,train,2867,test,743,train,502,train,1659,train
2549,2549,train,431,train,2704,train,2211,train,939,train,1860,train,3273,test,3483,test,2000,train,1121,train
2550,2550,train,41,train,686,train,1300,train,646,train,3211,test,952,train,2180,train,3851,test,3179,test
2551,2551,train,3057,test,414,train,436,train,3626,test,76,train,253,train,1926,train,3689,test,2614,train
2552,2552,train,3453,test,396,train,2762,train,1586,train,1789,train,2174,train,151,train,387,train,1411,train
2553,2553,train,3627,test,1671,train,1614,train,2224,train,2503,train,1458,train,1347,train,3770,test,951,train
2554,2554,train,2358,train,99,train,394,train,287,train,1594,train,3677,test,2719,train,2833,test,1086,train
2555,2555,train,3856,test,1405,train,275,train,3851,test,642,train,2782,test,1307,train,2539,train,2439,train
2556,2556,train,3020,test,2730,train,1531,train,1697,train,1897,train,1547,train,647,train,3163,test,2688,train
2557,2557,train,1755,train,3131,test,1166,train,1634,train,3841,test,3549,test,1927,train,3583,test,3174,test
2558,2558,train,1849,train,2318,train,1366,train,3405,test,2839,test,1015,train,1973,train,1802,train,2375,train
2559,2559,train,3948,test,1895,train,3833,test,1595,train,846,train,3895,test,932,train,486,train,1730,train
2560,2560,train,1662,train,3386,test,3642,test,157,train,818,train,3430,test,2465,train,683,train,1973,train
2561,2561,train,2381,train,3163,test,3714,test,1121,train,309,train,2181,train,3568,test,3428,test,1010,train
2562,2562,train,3715,test,531,train,768,train,3566,test,2596,train,373,train,3398,test,1733,train,3369,test
2563,2563,train,3454,test,623,train,887,train,150,train,88,train,1949,train,1193,train,3370,test,2434,train
2564,2564,train,3858,test,3275,test,1760,train,458,train,246,train,3363,test,2531,train,2497,train,2080,train
2565,2565,train,3926,test,2941,test,411,train,3939,test,480,train,2120,train,1439,train,3244,test,415,train
2566,2566,train,2221,train,479,train,1008,train,2025,train,1093,train,1265,train,1623,train,2543,train,3480,test
2567,2567,train,2685,train,181,train,502,train,706,train,2263,train,1030,train,3927,test,2284,train,2341,train
2568,2568,train,3089,test,2587,train,3583,test,1830,train,799,train,18,train,1688,train,1500,train,1833,train
2569,2569,train,1422,train,2049,train,1120,train,3741,test,838,train,2536,train,1525,train,2475,train,436,train
2570,2570,train,1689,train,3779,test,1486,train,685,train,3021,test,3570,test,2811,test,815,train,2298,train
2571,2571,train,3353,test,1797,train,3272,test,1048,train,3216,test,1452,train,3250,test,81,train,3370,test
2572,2572,train,3367,test,3319,test,3840,test,2205,train,2105,train,2604,train,2137,train,1016,train,3010,test
2573,2573,train,2009,train,459,train,28,train,1507,train,2737,train,3664,test,3248,test,2236,train,2007,train
2574,2574,train,1709,train,1296,train,1966,train,1286,train,2573,train,2521,train,1165,train,3159,test,724,train
2575,2575,train,2100,train,1150,train,2415,train,1911,train,3151,test,2066,train,2253,train,2830,test,3511,test
2576,2576,train,2237,train,3002,test,3051,test,1034,train,27,train,1273,train,3188,test,2248,train,3702,test
