,Imine_name,Imine_smi,Thiol_name,Thiol_smi,Catalyst_name,Catalyst_smi,Product_name,Product_smi,rxn,Output,React_sites_I_T,Prod_sites,P_site
429,Imine_1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1,Thiol_0,Cc1ccccc1S,Catalyst_19,Cc1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(C)cc4)cc4ccccc4c2-3)cc1,Product_Imine_1_Thiol_0,COc1ccc(/C(=N/C(=O)c2ccccc2)Sc2ccccc2C)cc1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1.Cc1ccccc1S.Cc1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(C)cc4)cc4ccccc4c2-3)cc1>>COc1ccc(/C(=N/C(=O)c2ccccc2)Sc2ccccc2C)cc1,1.125722444,"((6,), (7,))","((6,), (16,))",16
430,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_23,COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2,Product_Imine_0_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccc(Cl)cc1Cl)c1ccccc1,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.Sc1ccccc1.COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2>>O=C(/N=C(\Sc1ccccc1)c1ccc(Cl)cc1Cl)c1ccccc1,1.964152936,"((3,), (0,))","((3,), (4,))",21
431,Imine_1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1,Thiol_1,COc1ccc(S)cc1,Catalyst_26,O=P1(O)Oc2c(Cc3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(Cc3c4ccccc4cc4ccccc34)cc3ccccc23)O1,Product_Imine_1_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(OC)cc2)cc1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1.COc1ccc(S)cc1.O=P1(O)Oc2c(Cc3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(Cc3c4ccccc4cc4ccccc34)cc3ccccc23)O1>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(OC)cc2)cc1,0.650583556,"((6,), (6,))","((7,), (6,))",1
432,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_4,SC1CCCCC1,Catalyst_12,COc1cc(F)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(F)cc(OC)cc4F)cc4ccccc4c2-3)c(F)c1,Product_Imine_0_Thiol_4,O=C(/N=C(\SC1CCCCC1)c1ccc(Cl)cc1Cl)c1ccccc1,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.SC1CCCCC1.COc1cc(F)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(F)cc(OC)cc4F)cc4ccccc4c2-3)c(F)c1>>O=C(/N=C(\SC1CCCCC1)c1ccc(Cl)cc1Cl)c1ccccc1,0.897960775,"((3,), (0,))","((3,), (4,))",18
433,Imine_1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1,Thiol_3,CCS,Catalyst_40,O=P1(O)Oc2c([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc3c(c2-c2c4c(cc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)c2O1)CCCC4)CCCC3,Product_Imine_1_Thiol_3,CCS/C(=N\C(=O)c1ccccc1)c1ccc(OC)cc1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1.CCS.O=P1(O)Oc2c([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc3c(c2-c2c4c(cc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)c2O1)CCCC4)CCCC3>>CCS/C(=N\C(=O)c1ccccc1)c1ccc(OC)cc1,-0.023690626,"((6,), (2,))","((3,), (2,))",1
434,Imine_2,O=C(/N=C/c1cccc2ccccc12)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_16,O=P1(O)Oc2c(-c3ccccc3)cc3ccccc3c2-c2c(c(-c3ccccc3)cc3ccccc23)O1,Product_Imine_2_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1cccc2ccccc12)c1ccccc1,O=C(/N=C/c1cccc2ccccc12)c1ccccc1.Sc1ccccc1.O=P1(O)Oc2c(-c3ccccc3)cc3ccccc3c2-c2c(c(-c3ccccc3)cc3ccccc23)O1>>O=C(/N=C(\Sc1ccccc1)c1cccc2ccccc12)c1ccccc1,1.238109014,"((3,), (0,))","((3,), (4,))",1
435,Imine_1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1,Thiol_2,Sc1ccccc1,Catalyst_1,Cc1cc(C)c(-c2cc(-c3cc4c(c5c3OP(=O)(O)Oc3c(-c6cc(-c7c(C)cc(C)cc7C)cc(-c7c(C)cc(C)cc7C)c6)cc6c(c3-5)CCCC6)CCCC4)cc(-c3c(C)cc(C)cc3C)c2)c(C)c1,Product_Imine_1_Thiol_2,COc1ccc(/C(=N/C(=O)c2ccccc2)Sc2ccccc2)cc1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1.Sc1ccccc1.Cc1cc(C)c(-c2cc(-c3cc4c(c5c3OP(=O)(O)Oc3c(-c6cc(-c7c(C)cc(C)cc7C)cc(-c7c(C)cc(C)cc7C)c6)cc6c(c3-5)CCCC6)CCCC4)cc(-c3c(C)cc(C)cc3C)c2)c(C)c1>>COc1ccc(/C(=N/C(=O)c2ccccc2)Sc2ccccc2)cc1,1.531802956,"((6,), (0,))","((6,), (16,))",16
436,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_24,CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1,Product_Imine_0_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccc(Cl)cc1Cl)c1ccccc1,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.Sc1ccccc1.CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1>>O=C(/N=C(\Sc1ccccc1)c1ccc(Cl)cc1Cl)c1ccccc1,2.304684113,"((3,), (0,))","((3,), (4,))",21
437,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_1,COc1ccc(S)cc1,Catalyst_1,Cc1cc(C)c(-c2cc(-c3cc4c(c5c3OP(=O)(O)Oc3c(-c6cc(-c7c(C)cc(C)cc7C)cc(-c7c(C)cc(C)cc7C)c6)cc6c(c3-5)CCCC6)CCCC4)cc(-c3c(C)cc(C)cc3C)c2)c(C)c1,Product_Imine_4_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccccc2)cc1,O=C(/N=C/c1ccccc1)c1ccccc1.COc1ccc(S)cc1.Cc1cc(C)c(-c2cc(-c3cc4c(c5c3OP(=O)(O)Oc3c(-c6cc(-c7c(C)cc(C)cc7C)cc(-c7c(C)cc(C)cc7C)c6)cc6c(c3-5)CCCC6)CCCC4)cc(-c3c(C)cc(C)cc3C)c2)c(C)c1>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccccc2)cc1,1.743657522,"((3,), (6,))","((7,), (6,))",16
438,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_2,COc1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(OC)cc4)cc4ccccc4c2-3)cc1,Product_Imine_3_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccc(C(F)(F)F)cc1)c1ccccc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.Sc1ccccc1.COc1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(OC)cc4)cc4ccccc4c2-3)cc1>>O=C(/N=C(\Sc1ccccc1)c1ccc(C(F)(F)F)cc1)c1ccccc1,1.301167112,"((3,), (0,))","((3,), (4,))",17
439,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_41,Cc1cc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4cc(C)c(OC(C)C)c(C)c4)cc4ccccc4c2-3)cc(C)c1OC(C)C,Product_Imine_3_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccc(C(F)(F)F)cc1)c1ccccc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.Sc1ccccc1.Cc1cc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4cc(C)c(OC(C)C)c(C)c4)cc4ccccc4c2-3)cc(C)c1OC(C)C>>O=C(/N=C(\Sc1ccccc1)c1ccc(C(F)(F)F)cc1)c1ccccc1,1.370103771,"((3,), (0,))","((3,), (4,))",15
440,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_4,O=P1(O)Oc2c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc3c2-c2c(c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc23)O1,Product_Imine_4_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.Sc1ccccc1.O=P1(O)Oc2c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc3c2-c2c(c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc23)O1>>O=C(/N=C(\Sc1ccccc1)c1ccccc1)c1ccccc1,1.125722444,"((3,), (0,))","((3,), (4,))",1
441,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_24,CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1,Product_Imine_4_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.Sc1ccccc1.CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1>>O=C(/N=C(\Sc1ccccc1)c1ccccc1)c1ccccc1,3.134624572,"((3,), (0,))","((3,), (4,))",21
442,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_1,COc1ccc(S)cc1,Catalyst_33,O=P1(O)Oc2c(-c3ccccc3OC(F)(F)F)cc3ccccc3c2-c2c(c(-c3ccccc3OC(F)(F)F)cc3ccccc23)O1,Product_Imine_0_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(Cl)cc2Cl)cc1,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.COc1ccc(S)cc1.O=P1(O)Oc2c(-c3ccccc3OC(F)(F)F)cc3ccccc3c2-c2c(c(-c3ccccc3OC(F)(F)F)cc3ccccc23)O1>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(Cl)cc2Cl)cc1,1.238109014,"((3,), (6,))","((7,), (6,))",1
443,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_0,Cc1ccccc1S,Catalyst_1,Cc1cc(C)c(-c2cc(-c3cc4c(c5c3OP(=O)(O)Oc3c(-c6cc(-c7c(C)cc(C)cc7C)cc(-c7c(C)cc(C)cc7C)c6)cc6c(c3-5)CCCC6)CCCC4)cc(-c3c(C)cc(C)cc3C)c2)c(C)c1,Product_Imine_3_Thiol_0,Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.Cc1ccccc1S.Cc1cc(C)c(-c2cc(-c3cc4c(c5c3OP(=O)(O)Oc3c(-c6cc(-c7c(C)cc(C)cc7C)cc(-c7c(C)cc(C)cc7C)c6)cc6c(c3-5)CCCC6)CCCC4)cc(-c3c(C)cc(C)cc3C)c2)c(C)c1>>Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,1.629422542,"((3,), (7,))","((8,), (7,))",16
444,Imine_2,O=C(/N=C/c1cccc2ccccc12)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_11,CC(C)(C)c1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(C(C)(C)C)cc4)cc4ccccc4c2-3)cc1,Product_Imine_2_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1cccc2ccccc12)c1ccccc1,O=C(/N=C/c1cccc2ccccc12)c1ccccc1.Sc1ccccc1.CC(C)(C)c1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(C(C)(C)C)cc4)cc4ccccc4c2-3)cc1>>O=C(/N=C(\Sc1ccccc1)c1cccc2ccccc12)c1ccccc1,1.027207628,"((3,), (0,))","((3,), (4,))",19
445,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_0,Cc1ccccc1S,Catalyst_37,O=P1(O)Oc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3c(c2-c2c4c(cc(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c2O1)CCCC4)CCCC3,Product_Imine_4_Thiol_0,Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.Cc1ccccc1S.O=P1(O)Oc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3c(c2-c2c4c(cc(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c2O1)CCCC4)CCCC3>>Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccccc1,1.531802956,"((3,), (7,))","((8,), (7,))",1
446,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_27,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,Product_Imine_3_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccc(C(F)(F)F)cc1)c1ccccc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.Sc1ccccc1.CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2>>O=C(/N=C(\Sc1ccccc1)c1ccc(C(F)(F)F)cc1)c1ccccc1,0.240111033,"((3,), (0,))","((3,), (4,))",9
447,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_4,SC1CCCCC1,Catalyst_25,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,Product_Imine_0_Thiol_4,O=C(/N=C(\SC1CCCCC1)c1ccc(Cl)cc1Cl)c1ccccc1,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.SC1CCCCC1.COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1>>O=C(/N=C(\SC1CCCCC1)c1ccc(Cl)cc1Cl)c1ccccc1,-0.240111033,"((3,), (0,))","((3,), (4,))",14
448,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_37,O=P1(O)Oc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3c(c2-c2c4c(cc(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c2O1)CCCC4)CCCC3,Product_Imine_4_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.Sc1ccccc1.O=P1(O)Oc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3c(c2-c2c4c(cc(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c2O1)CCCC4)CCCC3>>O=C(/N=C(\Sc1ccccc1)c1ccccc1)c1ccccc1,1.531802956,"((3,), (0,))","((3,), (4,))",1
449,Imine_1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1,Thiol_0,Cc1ccccc1S,Catalyst_14,O=P1(O)Oc2c(-c3ccc(-c4ccc5ccccc5c4)cc3)cc3ccccc3c2-c2c(c(-c3ccc(-c4ccc5ccccc5c4)cc3)cc3ccccc23)O1,Product_Imine_1_Thiol_0,COc1ccc(/C(=N/C(=O)c2ccccc2)Sc2ccccc2C)cc1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1.Cc1ccccc1S.O=P1(O)Oc2c(-c3ccc(-c4ccc5ccccc5c4)cc3)cc3ccccc3c2-c2c(c(-c3ccc(-c4ccc5ccccc5c4)cc3)cc3ccccc23)O1>>COc1ccc(/C(=N/C(=O)c2ccccc2)Sc2ccccc2C)cc1,1.238109014,"((6,), (7,))","((6,), (16,))",1
450,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_29,CCOc1ccc(C)cc1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3cc(C)ccc3OCC)cc3ccccc3c1-2,Product_Imine_0_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccc(Cl)cc1Cl)c1ccccc1,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.Sc1ccccc1.CCOc1ccc(C)cc1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3cc(C)ccc3OCC)cc3ccccc3c1-2>>O=C(/N=C(\Sc1ccccc1)c1ccc(Cl)cc1Cl)c1ccccc1,1.629422542,"((3,), (0,))","((3,), (4,))",21
451,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_1,COc1ccc(S)cc1,Catalyst_16,O=P1(O)Oc2c(-c3ccccc3)cc3ccccc3c2-c2c(c(-c3ccccc3)cc3ccccc23)O1,Product_Imine_3_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(C(F)(F)F)cc2)cc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.COc1ccc(S)cc1.O=P1(O)Oc2c(-c3ccccc3)cc3ccccc3c2-c2c(c(-c3ccccc3)cc3ccccc23)O1>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(C(F)(F)F)cc2)cc1,1.125722444,"((3,), (6,))","((7,), (6,))",1
452,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_1,COc1ccc(S)cc1,Catalyst_14,O=P1(O)Oc2c(-c3ccc(-c4ccc5ccccc5c4)cc3)cc3ccccc3c2-c2c(c(-c3ccc(-c4ccc5ccccc5c4)cc3)cc3ccccc23)O1,Product_Imine_0_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(Cl)cc2Cl)cc1,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.COc1ccc(S)cc1.O=P1(O)Oc2c(-c3ccc(-c4ccc5ccccc5c4)cc3)cc3ccccc3c2-c2c(c(-c3ccc(-c4ccc5ccccc5c4)cc3)cc3ccccc23)O1>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(Cl)cc2Cl)cc1,1.238109014,"((3,), (6,))","((7,), (6,))",1
453,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_3,CCS,Catalyst_0,O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1,Product_Imine_4_Thiol_3,CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.CCS.O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1>>CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,1.882001124,"((3,), (2,))","((3,), (2,))",1
454,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_0,Cc1ccccc1S,Catalyst_34,O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1,Product_Imine_3_Thiol_0,Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.Cc1ccccc1S.O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1>>Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,1.882001124,"((3,), (7,))","((8,), (7,))",1
455,Imine_2,O=C(/N=C/c1cccc2ccccc12)c1ccccc1,Thiol_1,COc1ccc(S)cc1,Catalyst_35,CC(C)(C)c1cc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc4ccccc4c2-3)cc(C(C)(C)C)c1,Product_Imine_2_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2cccc3ccccc23)cc1,O=C(/N=C/c1cccc2ccccc12)c1ccccc1.COc1ccc(S)cc1.CC(C)(C)c1cc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc4ccccc4c2-3)cc(C(C)(C)C)c1>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2cccc3ccccc23)cc1,1.446325365,"((3,), (6,))","((7,), (6,))",18
456,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_1,COc1ccc(S)cc1,Catalyst_37,O=P1(O)Oc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3c(c2-c2c4c(cc(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c2O1)CCCC4)CCCC3,Product_Imine_4_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccccc2)cc1,O=C(/N=C/c1ccccc1)c1ccccc1.COc1ccc(S)cc1.O=P1(O)Oc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3c(c2-c2c4c(cc(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c2O1)CCCC4)CCCC3>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccccc2)cc1,0.981980567,"((3,), (6,))","((7,), (6,))",1
457,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_4,SC1CCCCC1,Catalyst_21,O=P1(O)Oc2c(-c3ccc(C4CCCCC4)cc3)cc3c(c2-c2c4c(cc(-c5ccc(C6CCCCC6)cc5)c2O1)CCCC4)CCCC3,Product_Imine_4_Thiol_4,O=C(/N=C(\SC1CCCCC1)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.SC1CCCCC1.O=P1(O)Oc2c(-c3ccc(C4CCCCC4)cc3)cc3c(c2-c2c4c(cc(-c5ccc(C6CCCCC6)cc5)c2O1)CCCC4)CCCC3>>O=C(/N=C(\SC1CCCCC1)c1ccccc1)c1ccccc1,0.682601444,"((3,), (0,))","((3,), (4,))",1
458,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_4,SC1CCCCC1,Catalyst_15,COCc1cccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4cccc(COC)c4)cc4ccccc4c2-3)c1,Product_Imine_4_Thiol_4,O=C(/N=C(\SC1CCCCC1)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.SC1CCCCC1.COCc1cccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4cccc(COC)c4)cc4ccccc4c2-3)c1>>O=C(/N=C(\SC1CCCCC1)c1ccccc1)c1ccccc1,0.559297578,"((3,), (0,))","((3,), (4,))",19
459,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_0,Cc1ccccc1S,Catalyst_30,O=P1(O)Oc2c(-c3cccc(-c4ccc5ccccc5c4)c3)cc3ccccc3c2-c2c(c(-c3cccc(-c4ccc5ccccc5c4)c3)cc3ccccc23)O1,Product_Imine_0_Thiol_0,Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccc(Cl)cc1Cl,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.Cc1ccccc1S.O=P1(O)Oc2c(-c3cccc(-c4ccc5ccccc5c4)c3)cc3ccccc3c2-c2c(c(-c3cccc(-c4ccc5ccccc5c4)c3)cc3ccccc23)O1>>Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccc(Cl)cc1Cl,1.125722444,"((3,), (7,))","((8,), (7,))",1
460,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_3,CCS,Catalyst_40,O=P1(O)Oc2c([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc3c(c2-c2c4c(cc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)c2O1)CCCC4)CCCC3,Product_Imine_0_Thiol_3,CCS/C(=N\C(=O)c1ccccc1)c1ccc(Cl)cc1Cl,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.CCS.O=P1(O)Oc2c([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc3c(c2-c2c4c(cc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)c2O1)CCCC4)CCCC3>>CCS/C(=N\C(=O)c1ccccc1)c1ccc(Cl)cc1Cl,0.023690626,"((3,), (2,))","((3,), (2,))",1
461,Imine_2,O=C(/N=C/c1cccc2ccccc12)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_19,Cc1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(C)cc4)cc4ccccc4c2-3)cc1,Product_Imine_2_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1cccc2ccccc12)c1ccccc1,O=C(/N=C/c1cccc2ccccc12)c1ccccc1.Sc1ccccc1.Cc1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(C)cc4)cc4ccccc4c2-3)cc1>>O=C(/N=C(\Sc1ccccc1)c1cccc2ccccc12)c1ccccc1,1.446325365,"((3,), (0,))","((3,), (4,))",16
